customer_id,orig_month,age,income,debt_income,bureau_score,utilization,prev_delin_24m,tenure_months,amount,term_months,unemp,rate,infl,default_12m,months_since_orig,product_CC,product_PL,channel_Digital,channel_Partner,region_N,region_S
5936,2023-01-09,36,30685.07,0.3419,651.1,0.3507,0,39,20993.16,12,4.24895552,7.187629444,4.499249245,0,23.94875164257556,1,0,0,0,1,0
5937,2022-01-08,47,23770.0,0.3754,713.6,0.371,0,30,73236.35,12,4.127273188,7.278958033,4.289689804,0,35.972404730617605,0,1,0,0,1,0
5939,2022-01-11,29,24858.49,0.2951,628.4,0.4097,0,10,69244.13,12,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,1,0,0,0
5940,2022-01-02,36,16891.21,0.1846,779.2,0.2427,0,25,29578.0,12,3.844001123,7.250053702,4.074260457,0,36.16951379763469,1,0,0,1,0,0
5941,2022-01-08,29,22935.05,0.2473,581.7,0.3561,0,15,48050.39,24,4.127273188,7.278958033,4.289689804,0,35.972404730617605,0,1,0,1,0,0
5943,2023-01-10,37,58978.07,0.3499,646.8,0.0785,0,88,194668.84,18,4.263790345,7.227634283,4.488417007,0,23.915900131406044,0,0,0,0,0,0
5945,2023-01-10,31,16892.5,0.261,610.3,0.8469,0,83,212067.5,18,4.263790345,7.227634283,4.488417007,0,23.915900131406044,0,0,0,0,0,0
5946,2022-01-01,25,30777.98,0.498,615.0,0.3109,0,13,169369.46,12,4.024317818,6.890388636,4.257778239,0,36.202365308804204,0,0,0,1,0,0
5948,2023-01-09,34,38175.01,0.6366,595.1,0.551,0,32,109152.99,12,4.24895552,7.187629444,4.499249245,0,23.94875164257556,0,0,1,0,1,0
5949,2022-01-05,38,12000.0,0.4527,719.2,0.5609,1,19,60359.08,18,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,1,1,0,1,0
5950,2022-01-06,41,63661.78,0.4506,663.6,0.5191,0,35,76563.02,24,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,1,0,0,0
5951,2022-01-04,28,37788.98,0.1585,674.8,0.6112,0,25,55054.44,24,3.904310797,7.088503347,4.285472969,0,36.10381077529566,0,1,0,0,1,0
5952,2023-01-11,29,39812.98,0.3503,623.2,0.1517,1,56,16993.94,12,4.066831317,7.352794149,4.376935709,0,23.88304862023653,1,0,1,0,0,0
5953,2024-01-05,47,38906.84,0.1638,679.1,0.2811,2,41,55960.08,12,4.66179925,7.384581981,4.868221727,0,12.089356110381077,0,1,0,0,0,0
5954,2022-01-04,40,21756.15,0.1962,792.8,0.7037,0,67,19715.84,12,3.904310797,7.088503347,4.285472969,0,36.10381077529566,1,0,1,0,0,0
5955,2024-01-01,44,37067.74,0.0887,645.6,0.3199,1,33,28263.94,12,3.984338763,7.382953471,4.249540775,0,12.220762155059132,1,0,1,0,0,0
5958,2022-01-08,25,21676.41,0.2791,620.9,0.4883,0,22,23687.04,12,4.127273188,7.278958033,4.289689804,0,35.972404730617605,1,0,0,0,1,0
5959,2022-01-12,45,55066.69,0.2752,598.7,0.7842,0,47,68230.67,12,4.067362364,7.176234322,4.197013693,0,35.84099868593955,0,1,0,1,0,0
5960,2024-01-05,26,47208.94,0.4723,674.0,0.089,0,15,42388.41,12,4.66179925,7.384581981,4.868221727,0,12.089356110381077,1,0,0,1,0,0
5962,2024-01-04,29,65954.19,0.3733,724.1,0.3064,0,70,46611.93,12,4.534438078,7.176895148,4.608903316,0,12.12220762155059,0,1,1,0,0,1
5963,2024-01-01,47,49604.45,0.458,742.4,0.215,1,42,66114.27,24,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,0,0,0,0
5964,2023-01-02,36,33077.47,0.1556,673.4,0.2532,1,8,24972.1,12,3.983122144,7.351370137,4.300262184,0,24.178712220762154,1,0,1,0,0,0
5966,2022-01-10,37,50725.79,0.5027,638.3,0.3011,0,33,79989.69,18,4.014469884,6.908256307,4.278982567,0,35.90670170827858,0,1,0,0,0,1
5967,2024-01-04,35,16771.99,0.6768,647.6,0.5109,0,33,51047.96,12,4.534438078,7.176895148,4.608903316,0,12.12220762155059,1,0,1,0,1,0
5969,2024-01-03,23,13802.22,0.4226,671.3,0.2237,0,78,157093.02,36,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,0,0,0,1,0
5970,2022-01-02,51,15337.97,0.1981,665.2,0.7481,1,117,30789.51,18,3.844001123,7.250053702,4.074260457,0,36.16951379763469,0,1,0,0,0,0
5971,2022-01-09,34,36564.52,0.7452,591.1,0.3546,1,28,128726.71,18,3.986531818,7.16141948,4.283694559,0,35.939553219448094,0,0,0,0,0,0
5972,2022-01-11,47,12000.0,0.0711,726.2,0.365,1,40,43010.12,36,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,1,0,0,0
5974,2023-01-02,41,81056.59,0.1797,739.6,0.3268,1,43,31721.06,24,3.983122144,7.351370137,4.300262184,1,24.178712220762154,0,1,0,1,0,1
5975,2022-01-10,25,36779.39,0.3742,637.7,0.5777,0,58,57894.05,12,4.014469884,6.908256307,4.278982567,0,35.90670170827858,0,1,1,0,1,0
5976,2024-01-01,24,25089.84,0.3616,708.1,0.7577,0,22,93580.13,18,3.984338763,7.382953471,4.249540775,1,12.220762155059132,0,1,1,0,1,0
5977,2023-01-07,38,17964.88,0.2149,634.4,0.5225,0,12,52774.27,36,4.33662585,7.137931136,4.360457309,1,24.014454664914584,0,1,1,0,1,0
5978,2023-01-04,45,20469.8,0.2923,720.3,0.567,1,33,19665.87,12,3.932457295,7.355438675,4.231368399,0,24.113009198423125,1,0,0,0,1,0
5979,2022-01-06,48,29824.79,0.6284,638.2,0.2368,0,9,152914.53,12,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,0,0,0,0,1
5980,2022-01-05,48,32440.26,0.1159,619.3,0.2435,0,36,90416.25,24,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,1,0,1,0,0
5981,2023-01-01,33,26811.92,0.1491,717.2,0.1533,1,72,150563.55,24,3.936413418,7.112834541,4.26207551,0,24.21156373193167,0,0,0,0,0,0
5982,2023-01-12,43,59350.4,0.1784,674.7,0.2071,1,56,70675.23,36,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,0,0,0,0
5983,2022-01-02,30,29456.85,0.4488,679.8,0.3378,0,15,61111.17,12,3.844001123,7.250053702,4.074260457,0,36.16951379763469,0,1,0,1,0,0
5984,2024-01-07,31,25299.65,0.5195,621.4,0.5006,0,70,79228.04,36,4.745033147,7.574736898,4.712300248,0,12.02365308804205,0,1,1,0,0,0
5985,2022-01-11,38,15771.87,0.5198,702.8,0.2225,0,49,96319.17,18,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,0,0,0,0
5986,2024-01-06,35,45434.19,0.373,661.9,0.6246,0,52,54054.49,24,4.718611396,7.444710794,4.886401043,0,12.056504599211562,0,1,0,0,1,0
5987,2024-01-04,43,15717.2,0.3183,734.8,0.3764,0,106,48761.72,24,4.534438078,7.176895148,4.608903316,0,12.12220762155059,0,1,1,0,0,0
5988,2023-01-09,19,31650.09,0.3026,678.5,0.5214,0,27,90241.92,18,4.24895552,7.187629444,4.499249245,0,23.94875164257556,0,1,1,0,0,0
5989,2024-01-03,46,26782.3,0.17,658.9,0.2387,0,5,128281.7,36,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,0,0,1,0,0
5990,2023-01-01,31,49295.98,0.3376,648.4,0.296,1,15,30515.94,12,3.936413418,7.112834541,4.26207551,0,24.21156373193167,1,0,0,1,0,1
5991,2022-01-09,49,29824.79,0.265,626.6,0.6913,0,49,31654.69,12,3.986531818,7.16141948,4.283694559,0,35.939553219448094,1,0,0,0,0,0
5992,2022-01-01,46,75023.31,0.3823,626.8,0.3183,0,3,119028.38,24,4.024317818,6.890388636,4.257778239,0,36.202365308804204,0,0,0,0,1,0
5993,2023-01-12,25,29930.77,0.1198,689.2,0.598,1,19,17764.9,12,3.931777989,7.323930473,4.388642794,0,23.850197109067015,1,0,1,0,1,0
5994,2023-01-11,35,18550.73,0.1656,795.9,0.5142,0,21,181863.16,24,4.066831317,7.352794149,4.376935709,0,23.88304862023653,0,0,1,0,0,0
5995,2022-01-05,42,12000.0,0.1284,656.0,0.2404,0,18,129300.21,12,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,0,0,0,0,0
5996,2024-01-03,29,89901.97,0.3533,677.6,0.3859,0,31,190434.51,36,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,0,1,0,0,1
5997,2022-01-10,29,46327.81,0.5438,688.8,0.2723,0,11,53681.39,12,4.014469884,6.908256307,4.278982567,0,35.90670170827858,0,1,1,0,0,1
5998,2023-01-07,33,26062.1,0.2708,700.1,0.067,0,31,31529.39,18,4.33662585,7.137931136,4.360457309,1,24.014454664914584,0,1,0,1,0,1
5999,2023-01-08,43,53320.81,0.0595,696.0,0.6526,0,23,26018.29,12,4.100461817,7.236346454,4.459213836,0,23.98160315374507,1,0,1,0,0,1
6001,2024-01-03,32,41803.55,0.1783,746.8,0.1196,2,29,119095.18,18,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,0,1,0,0,1
6002,2022-01-09,43,29824.79,0.7446,713.7,0.5413,0,24,177920.79,18,3.986531818,7.16141948,4.283694559,0,35.939553219448094,0,0,0,0,0,0
6003,2023-01-02,49,16317.74,0.3623,624.0,0.29,0,57,32333.34,12,3.983122144,7.351370137,4.300262184,0,24.178712220762154,1,0,0,0,1,0
6005,2022-01-06,29,29539.68,0.1723,742.2,0.7674,0,101,38097.76,24,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,1,0,1,0
6006,2024-01-07,28,51163.36,0.93,709.0,0.6969,0,103,75442.97,24,4.745033147,7.574736898,4.712300248,0,12.02365308804205,0,1,1,0,0,0
6007,2023-01-06,38,26211.93,0.4697,641.6,0.2668,1,23,62350.14,36,4.236392246,7.320606602,4.445671202,0,24.0473061760841,0,1,0,1,0,0
6009,2023-01-06,40,30376.92,0.2262,659.2,0.1516,0,62,35170.4,12,4.236392246,7.320606602,4.445671202,1,24.0473061760841,1,0,1,0,0,0
6011,2022-01-07,28,15589.08,1.494,747.1,0.7155,1,25,201049.93,18,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,0,0,1,0,0
6012,2022-01-10,47,30261.7,0.2433,733.0,0.1822,0,27,44866.11,12,4.014469884,6.908256307,4.278982567,0,35.90670170827858,1,0,1,0,0,0
6013,2023-01-07,35,46702.04,0.2519,629.9,0.0946,0,52,238192.29,12,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,0,1,0,0,0
6016,2023-01-05,33,24756.17,0.3097,647.7,0.5532,1,78,21084.07,12,4.089298712,7.172670917,4.330956052,1,24.080157687253614,1,0,1,0,0,0
6018,2024-01-05,52,68737.15,0.403,728.5,0.5375,0,38,25321.98,12,4.66179925,7.384581981,4.868221727,0,12.089356110381077,1,0,1,0,0,0
6022,2024-01-02,46,13530.71,0.0898,553.2,0.2137,0,16,28134.36,18,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,1,0,0,0
6023,2023-01-04,37,47647.97,0.4538,692.9,0.4244,0,19,18412.99,12,3.932457295,7.355438675,4.231368399,0,24.113009198423125,0,1,0,0,0,0
6024,2024-01-01,26,25314.45,0.3588,620.2,0.4427,0,15,17874.72,12,3.984338763,7.382953471,4.249540775,0,12.220762155059132,1,0,0,0,0,0
6026,2022-01-03,39,17917.39,0.0936,748.8,0.2312,1,66,61139.13,18,3.983684207,6.886503953,4.319145974,0,36.136662286465175,0,1,1,0,0,1
6027,2023-01-04,34,42952.31,0.218,710.3,0.4356,0,8,67192.49,18,3.932457295,7.355438675,4.231368399,0,24.113009198423125,0,1,1,0,1,0
6028,2024-01-02,37,13329.68,0.4762,678.2,0.3066,0,58,83603.69,12,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,1,0,1,0
6030,2022-01-11,33,62443.99,0.1371,703.5,0.1219,0,34,19748.5,12,3.78765321,7.324045255,4.187300189,0,35.873850197109064,1,0,0,0,1,0
6031,2022-01-12,33,29108.24,0.1668,593.8,0.4531,1,33,14333.27,12,4.067362364,7.176234322,4.197013693,0,35.84099868593955,1,0,0,0,1,0
6032,2023-01-05,42,16328.97,0.3951,767.3,0.567,0,36,41055.67,24,4.089298712,7.172670917,4.330956052,0,24.080157687253614,0,1,0,0,0,1
6034,2023-01-04,33,24835.96,0.5584,713.3,0.5483,0,31,50636.12,36,3.932457295,7.355438675,4.231368399,0,24.113009198423125,0,1,0,0,0,0
6035,2022-01-04,42,21957.29,0.8329,698.7,0.3526,0,33,76912.69,12,3.904310797,7.088503347,4.285472969,0,36.10381077529566,0,1,1,0,1,0
6037,2023-01-04,47,18621.37,0.1249,639.4,0.3527,0,87,52539.62,24,3.932457295,7.355438675,4.231368399,1,24.113009198423125,0,1,0,0,0,0
6038,2024-01-03,40,22845.83,0.1171,713.0,0.5221,0,24,113300.59,36,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,0,0,0,0,0
6039,2023-01-05,29,28063.95,0.3771,733.1,0.3516,0,32,73855.32,18,4.089298712,7.172670917,4.330956052,0,24.080157687253614,0,1,0,0,0,0
6040,2024-01-07,34,30700.38,0.444,705.8,0.5706,0,99,29993.5,12,4.745033147,7.574736898,4.712300248,0,12.02365308804205,1,0,0,0,0,0
6042,2022-01-08,41,77025.63,0.1722,699.9,0.4907,1,43,26439.65,12,4.127273188,7.278958033,4.289689804,0,35.972404730617605,1,0,0,0,1,0
6043,2022-01-06,20,13008.15,0.4015,648.9,0.0623,0,82,27407.74,12,3.934047735,6.987448656,4.245988283,0,36.038107752956634,1,0,1,0,0,1
6044,2023-01-01,27,21111.62,0.1902,737.6,0.3525,0,21,76612.37,18,3.936413418,7.112834541,4.26207551,0,24.21156373193167,0,1,0,1,0,1
6045,2022-01-04,38,33148.49,0.1044,677.8,0.592,0,61,36143.37,24,3.904310797,7.088503347,4.285472969,0,36.10381077529566,0,1,1,0,1,0
6048,2022-01-06,34,17510.09,0.3747,642.6,0.4138,0,15,84561.33,18,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,0,1,0,0,0
6049,2023-01-01,41,26398.98,0.3234,719.8,0.3053,0,33,36207.03,12,3.936413418,7.112834541,4.26207551,0,24.21156373193167,1,0,0,0,1,0
6051,2024-01-02,33,31659.5,0.3513,670.4,0.6134,0,129,75918.85,12,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,0,0,0,1
6052,2023-01-06,39,16022.71,0.2973,651.2,0.333,0,12,232717.77,36,4.236392246,7.320606602,4.445671202,0,24.0473061760841,0,0,0,1,0,0
6053,2022-01-07,18,23405.28,0.2427,651.1,0.6529,0,64,39353.14,12,3.856963842,7.252470952,4.250438845,0,36.00525624178712,1,0,1,0,0,0
6054,2023-01-05,45,50404.32,0.5808,718.9,0.7448,0,88,198842.88,24,4.089298712,7.172670917,4.330956052,0,24.080157687253614,0,0,0,0,0,0
6055,2023-01-03,41,34441.54,0.2238,556.5,0.7524,1,71,43592.61,12,4.238973563,7.121038066,4.218749789,0,24.14586070959264,1,0,0,1,1,0
6056,2023-01-10,32,52227.52,0.3961,617.3,0.3929,1,38,72318.54,24,4.263790345,7.227634283,4.488417007,0,23.915900131406044,0,1,0,1,0,0
6057,2024-01-04,28,53649.6,0.5045,727.0,0.2173,0,54,126370.59,24,4.534438078,7.176895148,4.608903316,0,12.12220762155059,0,0,1,0,0,0
6058,2023-01-07,25,44948.83,0.4643,609.0,0.615,0,13,146598.49,12,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,0,0,0,0,0
6059,2022-01-09,38,29824.79,0.2747,644.5,0.2056,0,22,51413.7,18,3.986531818,7.16141948,4.283694559,0,35.939553219448094,0,1,0,0,0,0
6060,2023-01-08,37,29736.17,0.6028,650.2,0.7574,1,33,65096.94,18,4.100461817,7.236346454,4.459213836,0,23.98160315374507,0,1,0,0,0,0
6061,2024-01-02,38,18262.21,0.2583,659.6,0.2927,0,5,109424.52,18,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,0,0,0,1
6062,2023-01-06,51,89250.07,0.3451,745.4,0.342,0,27,16999.65,12,4.236392246,7.320606602,4.445671202,0,24.0473061760841,1,0,0,1,0,0
6064,2024-01-06,30,12000.0,0.3715,655.6,0.1098,0,24,49231.69,24,4.718611396,7.444710794,4.886401043,0,12.056504599211562,0,1,0,0,0,0
6066,2022-01-12,44,19654.88,0.4324,588.5,0.2539,0,29,138634.53,36,4.067362364,7.176234322,4.197013693,0,35.84099868593955,0,0,0,0,0,0
6067,2023-01-09,34,16793.1,0.1383,729.5,0.2823,0,58,69127.25,24,4.24895552,7.187629444,4.499249245,0,23.94875164257556,0,1,1,0,0,1
6068,2022-01-07,28,24497.78,0.1243,669.4,0.2208,0,20,244420.31,24,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,0,0,0,0,0
6070,2023-01-07,40,21190.34,0.3813,669.5,0.8109,0,69,16879.37,12,4.33662585,7.137931136,4.360457309,0,24.014454664914584,1,0,1,0,0,0
6072,2022-01-04,38,82315.52,0.439,771.1,0.1724,0,26,28897.29,24,3.904310797,7.088503347,4.285472969,0,36.10381077529566,0,1,0,1,0,0
6073,2024-01-06,32,43414.05,0.4234,622.1,0.6435,0,11,187172.17,36,4.718611396,7.444710794,4.886401043,0,12.056504599211562,0,0,1,0,0,1
6074,2023-01-07,32,65800.45,0.3446,651.4,0.5496,0,32,16737.07,12,4.33662585,7.137931136,4.360457309,0,24.014454664914584,1,0,0,0,1,0
6076,2023-01-09,40,24194.86,0.2689,673.6,0.278,1,36,16929.58,12,4.24895552,7.187629444,4.499249245,0,23.94875164257556,1,0,1,0,1,0
6077,2022-01-06,43,31972.4,0.2216,746.8,0.5992,0,23,44881.74,12,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,0,0,0,0
6079,2024-01-06,35,13314.97,0.1995,668.0,0.4729,0,7,19511.94,12,4.718611396,7.444710794,4.886401043,0,12.056504599211562,1,0,0,1,0,1
6080,2022-01-05,48,12121.83,0.2114,602.8,0.2463,0,7,31773.38,12,3.897819438,7.32582242,4.446766349,0,36.070959264126145,1,0,0,1,0,1
6081,2022-01-06,37,22149.29,0.203,702.6,0.1997,0,48,83133.38,24,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,1,0,0,0
6082,2023-01-05,40,82745.92,0.2665,622.9,0.0604,0,47,22557.1,12,4.089298712,7.172670917,4.330956052,0,24.080157687253614,1,0,1,0,0,0
6083,2024-01-06,26,35834.23,0.4078,669.7,0.2007,0,12,108172.95,24,4.718611396,7.444710794,4.886401043,0,12.056504599211562,0,0,0,0,0,0
6085,2022-01-02,18,50859.57,0.6154,705.1,0.5257,0,11,34506.63,12,3.844001123,7.250053702,4.074260457,0,36.16951379763469,1,0,1,0,1,0
6086,2023-01-03,24,31116.41,0.3448,709.2,0.4207,0,90,21412.43,12,4.238973563,7.121038066,4.218749789,0,24.14586070959264,1,0,1,0,0,0
6089,2022-01-03,34,21500.71,0.513,810.9,0.5816,1,46,25511.88,12,3.983684207,6.886503953,4.319145974,0,36.136662286465175,1,0,0,1,1,0
6090,2024-01-07,25,20898.68,0.6436,627.6,0.4119,0,21,18216.83,12,4.745033147,7.574736898,4.712300248,1,12.02365308804205,1,0,0,0,0,0
6092,2022-01-02,46,29824.79,0.3565,626.5,0.0631,1,57,166254.88,36,3.844001123,7.250053702,4.074260457,0,36.16951379763469,0,0,1,0,0,0
6093,2023-01-05,35,19646.58,0.2399,606.3,0.3286,0,46,26007.98,12,4.089298712,7.172670917,4.330956052,1,24.080157687253614,1,0,1,0,0,1
6094,2023-01-05,44,42117.37,0.2792,676.3,0.3842,0,55,41500.55,12,4.089298712,7.172670917,4.330956052,0,24.080157687253614,1,0,0,1,0,1
6097,2023-01-12,28,21310.33,0.17,661.7,0.5802,0,30,29881.88,36,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,0,0,0,0
6098,2023-01-11,34,93401.54,0.7873,712.3,0.4745,1,32,30356.61,18,4.066831317,7.352794149,4.376935709,0,23.88304862023653,0,1,1,0,0,1
6099,2022-01-06,56,31399.27,0.205,669.1,0.1987,0,11,49937.53,24,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,0,1,0,0
6100,2024-01-05,41,24149.2,0.3546,648.4,0.5011,1,56,96589.24,12,4.66179925,7.384581981,4.868221727,0,12.089356110381077,0,1,0,1,1,0
6101,2023-01-09,34,69078.68,0.2754,633.4,0.5446,0,41,30547.64,12,4.24895552,7.187629444,4.499249245,0,23.94875164257556,1,0,1,0,0,0
6103,2022-01-04,38,39410.12,0.5085,654.6,0.4686,1,43,124744.55,18,3.904310797,7.088503347,4.285472969,0,36.10381077529566,0,0,0,0,0,0
6104,2024-01-05,32,30805.69,0.2795,726.7,0.2872,1,41,40195.25,12,4.66179925,7.384581981,4.868221727,0,12.089356110381077,1,0,1,0,0,0
6105,2023-01-10,35,27052.12,0.2372,634.0,0.3921,0,10,41763.09,24,4.263790345,7.227634283,4.488417007,0,23.915900131406044,0,1,0,0,0,0
6106,2023-01-11,34,31989.64,0.3447,728.3,0.8352,0,68,44224.37,24,4.066831317,7.352794149,4.376935709,0,23.88304862023653,0,1,0,0,0,0
6109,2023-01-05,48,56340.46,0.1206,685.6,0.6239,0,66,73950.22,36,4.089298712,7.172670917,4.330956052,0,24.080157687253614,0,1,1,0,0,1
6110,2023-01-07,33,23059.57,0.4763,679.4,0.444,0,13,33461.42,12,4.33662585,7.137931136,4.360457309,0,24.014454664914584,1,0,0,1,0,0
6111,2023-01-03,41,39101.61,1.0365,684.5,0.1558,1,61,85607.85,24,4.238973563,7.121038066,4.218749789,0,24.14586070959264,0,1,0,1,0,0
6112,2022-01-01,30,44537.77,0.306,619.0,0.6883,1,46,26664.69,12,4.024317818,6.890388636,4.257778239,0,36.202365308804204,1,0,0,0,0,0
6113,2023-01-01,26,27678.51,0.3861,659.3,0.767,1,61,39478.54,18,3.936413418,7.112834541,4.26207551,0,24.21156373193167,0,1,0,0,0,0
6114,2022-01-12,37,43604.68,0.2752,646.5,0.217,1,17,24740.04,12,4.067362364,7.176234322,4.197013693,0,35.84099868593955,1,0,0,0,0,0
6115,2023-01-11,41,39727.58,0.2453,656.7,0.4556,0,12,55210.64,24,4.066831317,7.352794149,4.376935709,1,23.88304862023653,0,1,0,0,0,0
6116,2024-01-01,35,20672.54,0.2963,628.0,0.4235,1,7,32850.62,12,3.984338763,7.382953471,4.249540775,0,12.220762155059132,1,0,0,1,0,0
6119,2024-01-06,43,63457.47,0.5823,640.0,0.633,0,10,53665.7,18,4.718611396,7.444710794,4.886401043,1,12.056504599211562,0,1,0,0,1,0
6120,2024-01-02,35,76486.93,0.0649,657.4,0.2851,2,37,49961.05,36,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,0,1,1,0
6121,2023-01-01,24,19349.55,0.396,691.4,0.1866,1,7,22440.72,12,3.936413418,7.112834541,4.26207551,0,24.21156373193167,1,0,0,0,0,1
6122,2022-01-12,52,34293.56,0.1081,678.9,0.145,0,18,24645.79,12,4.067362364,7.176234322,4.197013693,0,35.84099868593955,1,0,1,0,0,0
6123,2023-01-09,32,56663.92,0.2839,678.5,0.1446,0,5,58552.31,12,4.24895552,7.187629444,4.499249245,0,23.94875164257556,0,1,1,0,0,0
6126,2023-01-05,33,25253.63,0.3091,581.1,0.5603,0,4,132715.85,12,4.089298712,7.172670917,4.330956052,0,24.080157687253614,0,0,0,0,0,1
6127,2024-01-01,52,21112.49,0.0823,678.9,0.3602,0,35,65457.27,36,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,0,0,0,1
6128,2022-01-10,42,25092.31,0.3083,804.6,0.4817,1,111,24797.91,12,4.014469884,6.908256307,4.278982567,0,35.90670170827858,1,0,0,1,0,0
6129,2022-01-04,36,26235.68,0.0974,672.1,0.4711,0,9,36124.95,18,3.904310797,7.088503347,4.285472969,0,36.10381077529566,0,1,0,0,0,1
6130,2023-01-12,32,31618.93,0.6026,641.3,0.6129,0,35,69401.57,12,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,0,0,0,0
6131,2023-01-01,27,12000.0,0.1805,679.5,0.2195,0,48,20913.68,12,3.936413418,7.112834541,4.26207551,0,24.21156373193167,1,0,0,1,0,0
6132,2023-01-03,25,16771.06,0.5474,717.7,0.2933,0,36,48934.22,12,4.238973563,7.121038066,4.218749789,0,24.14586070959264,0,1,1,0,0,0
6134,2022-01-05,32,24017.62,0.421,561.1,0.7527,0,93,31312.88,24,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,1,0,0,0,0
6135,2024-01-02,32,71005.5,0.4153,688.2,0.1724,1,18,21086.1,24,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,1,0,1,0
6136,2024-01-06,41,30281.72,0.6893,677.9,0.2473,0,20,88840.72,18,4.718611396,7.444710794,4.886401043,0,12.056504599211562,0,1,1,0,0,1
6137,2023-01-07,33,23796.14,0.5255,672.3,0.0189,0,77,187919.0,24,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,0,0,0,0,0
6138,2024-01-06,42,38715.56,0.6174,666.8,0.3926,0,17,29094.0,12,4.718611396,7.444710794,4.886401043,0,12.056504599211562,1,0,1,0,1,0
6139,2022-01-05,30,70364.44,0.4375,661.5,0.076,1,89,59042.02,12,3.897819438,7.32582242,4.446766349,1,36.070959264126145,0,1,1,0,0,0
6142,2022-01-06,30,25104.56,0.6212,656.8,0.6707,0,35,56041.79,24,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,0,0,0,1
6143,2024-01-01,41,28696.15,0.2324,739.7,0.4466,0,26,33746.62,18,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,1,0,0,0
6145,2022-01-05,36,35023.92,0.1333,587.3,0.6165,1,43,17395.54,12,3.897819438,7.32582242,4.446766349,0,36.070959264126145,1,0,0,0,0,0
6147,2023-01-08,24,46543.74,0.3422,800.1,0.3983,0,21,20804.41,12,4.100461817,7.236346454,4.459213836,0,23.98160315374507,1,0,0,1,0,1
6148,2022-01-11,26,23137.95,0.3147,682.1,0.3336,1,114,16266.52,12,3.78765321,7.324045255,4.187300189,0,35.873850197109064,1,0,1,0,0,1
6150,2023-01-09,44,26266.53,0.604,609.5,0.1592,0,54,315495.92,36,4.24895552,7.187629444,4.499249245,0,23.94875164257556,0,0,1,0,0,1
6151,2022-01-09,28,27891.05,0.1427,665.6,0.371,0,26,37693.2,12,3.986531818,7.16141948,4.283694559,0,35.939553219448094,0,1,1,0,0,1
6152,2024-01-03,25,23327.51,0.3135,631.3,0.2927,0,48,56668.29,24,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,1,0,0,1,0
6153,2024-01-01,32,23564.45,0.5842,607.7,0.6366,0,99,52289.8,12,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,0,1,0,0
6154,2023-01-02,35,29824.79,0.1591,691.4,0.2956,1,53,31221.03,12,3.983122144,7.351370137,4.300262184,0,24.178712220762154,0,1,1,0,0,1
6155,2024-01-07,21,32673.31,0.3055,745.9,0.5279,0,26,30037.5,24,4.745033147,7.574736898,4.712300248,0,12.02365308804205,0,1,0,1,0,1
6156,2022-01-05,41,36664.86,0.5146,649.2,0.1772,0,39,15048.82,12,3.897819438,7.32582242,4.446766349,0,36.070959264126145,1,0,0,1,1,0
6157,2024-01-02,42,51064.59,0.3508,596.9,0.2863,1,93,60093.44,12,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,0,0,0,1
